,Character,SEID,Sentiment
57,STOCK BOY,S01E04,0.0
58,VANESSA,S01E04,0.023032407407407408
59,WAITRESS,S01E04,0.25
60,ELAINE,S02E01,-0.013550868414998852
61,GEORGE,S02E01,0.11182034632034633
62,JERRY,S02E01,0.045663757906164434
63,JERRY ,S02E01,0.2857142857142857
64,JERRY & GEORGE,S02E01,0.0
65,JERRYS MESSAGE,S02E01,-0.25
66,KRAMER,S02E01,0.1298101673101673
67,MARLENE,S02E01,0.03029100529100528
68,RECEPTIONIST,S02E01,0.0
69,ELAINE,S02E02,0.03770772238514172
70,ELAINE ,S02E02,0.0
71,EULOGIST,S02E02,0.3464285714285714
72,GEORGE,S02E02,0.0009027777777777801
73,HELEN,S02E02,0.011495726495726496
74,ISAAC,S02E02,0.12172619047619049
75,JERRY,S02E02,-0.029232066424871812
76,JERRY ,S02E02,-0.5357142857142857
77,KRAMER,S02E02,-0.01976284584980237
78,MANYA,S02E02,0.013281249999999994
79,MANYA ,S02E02,0.0
80,MORTY,S02E02,0.03159206864564007
81,NEPHEW,S02E02,-0.175
82,UNCLE LEO,S02E02,0.0853174603174603
83,ALTON,S02E03,0.03182923707117255
84,BENES,S02E03,-0.5
85,CUSTOMER,S02E03,0.0
86,ELAINE,S02E03,0.08766650016650017
87,ELAINE ,S02E03,0.0
88,GEORGE,S02E03,0.04131949811195094
89,JERRY,S02E03,0.014650369676142869
90,JERRY ,S02E03,-0.03333333333333333
91,KRAMER,S02E03,0.0532343846629561
92,MANAGER,S02E03,0.0
93,SALESMAN,S02E03,0.5
94,CAROL,S02E04,0.04809523809523809
95,DONNA,S02E04,0.08566666666666664
96,DONNA ,S02E04,0.35
97,ELAINE,S02E04,0.09222222222222222
98,GEORGE,S02E04,0.06455796807359307
99,GEORGE ,S02E04,-0.3
100,JERRY,S02E04,0.07031182604382333
101,JERRY ,S02E04,0.0
102,JERRY & GEORGE,S02E04,0.325
103,KRAMER,S02E04,0.10937950937950938
104,ELAINE,S02E05,0.040347841156664684
105,GEORGE,S02E05,-0.012646397530118461
106,HAROLD,S02E05,0.12041666666666666
107,JANICE,S02E05,0.09375
108,JERRY,S02E05,0.02900331513076611
109,JOANNE,S02E05,0.3
110,KRAMER,S02E05,0.06397503358710255
111,MANNY,S02E05,-0.00965909090909091
112,RITA,S02E05,0.08545454545454545
113,ROXANNE,S02E05,0.12142857142857144
114,STAN,S02E05,0.1
115,SUSIE,S02E05,-0.09523809523809519
116,ELAINE,S02E06,0.03985191637630662
117,ELAINE & RAY,S02E06,0.0
118,GEORGE,S02E06,0.014948979591836735
119,JERRY,S02E06,0.031037737237295943
120,JERRY & ELAINE,S02E06,0.0
121,JERRY & GEORGE,S02E06,0.0
122,KRAMER,S02E06,0.07660218253968255
123,MAN,S02E06,0.0
124,RAVA,S02E06,0.019187499999999996
125,RAY,S02E06,0.004775624788922662
126,AVA,S02E07,-0.1875
127,BILL,S02E07,1.0
128,DAN,S02E07,0.16770833333333335
129,ELAINE,S02E07,0.11188852813852813
130,GEORGE,S02E07,0.05905718110537386
131,GLENDA,S02E07,0.0175
132,GREENY,S02E07,0.0
133,JERRY,S02E07,0.10449651962829674
134,KRAMER,S02E07,0.017191445707070704
135,LEVITAN,S02E07,0.06183134920634921
136,NEWMAN,S02E07,0.0
137,VIC,S02E07,0.03095238095238095
138,ASSISTANT,S02E08,-0.12291666666666667
139,DOCTOR,S02E08,0.09699074074074074
140,DRIVER,S02E08,-0.19910714285714287
141,ELAINE,S02E08,-0.017708333333333333
142,GEORGE,S02E08,0.039639830508474576
143,JERRY,S02E08,0.06375941959275291
144,JERRY AND KRAMER,S02E08,0.0
145,KRAMER,S02E08,0.11267361111111113
146,MAN,S02E08,0.0
147,MAN IN NEIGHBORING BED,S02E08,0.0
148,NURSE 1,S02E08,0.0
149,TOR,S02E08,0.1436111111111111
150,TV VOICE,S02E08,0.0
151,WAITRESS,S02E08,0.0
152,[Setting,S02E08,0.0
153,ELAINE,S02E09,0.030429732868757258
154,Elaine + JERRY,S02E09,0.0
155,GEORGE,S02E09,0.08347603785103784
156,JERRY,S02E09,0.035738479320568874
157,KRAMER,S02E09,0.07471177944862156
158,Tina,S02E09,0.11388888888888889
159,BILL,S02E10,0.0
160,ELAINE,S02E10,0.05755208333333332
161,GEORGE,S02E10,0.04320923775606084
162,JERRY,S02E10,-0.012459089191232049
163,KRAMER,S02E10,0.04006596133751306
164,LESLIE,S02E10,-0.04383116883116883
165,MAN,S02E10,-0.19166666666666665
166,MARRY,S02E10,0.0
167,MARY,S02E10,-0.153125
168,STEWARDESS,S02E10,-0.3
169,TABACHNICK,S02E10,0.1
170,WOMAN,S02E10,0.025000000000000005
171,[Setting,S02E10,0.0
172,BRUCE,S02E11,0.1431181129476584
173,BRUCE (holding a phone),S02E11,0.0
174,BRUCE (laughing),S02E11,0.0
175,Bruce (laughing),S02E11,0.0
176,ELAINE,S02E11,-0.018505621693121695
177,ELAINE (Gives him the money),S02E11,0.0
178,ELAINE (laughing),S02E11,0.0
179,ELAINE (smug),S02E11,0.75
180,ELAINE (through her teeth),S02E11,-0.5
181,ELAINE (through teeth),S02E11,0.0
182,ELAINE (to Jerry),S02E11,0.5
183,ELAINE (tries to snatch food off a waiter's tray),S02E11,0.0
184,GEORGE,S02E11,0.041276559410239964
185,GEORGE (to Jerry),S02E11,0.0
186,GEORGE (to guy),S02E11,0.22333333333333336
187,GEORGE (whistles to guy on phone),S02E11,0.0
188,GEORGE (yelling at her),S02E11,0.4
189,GUY,S02E11,-0.275
190,JERRY,S02E11,-0.00913930375180375
191,JERRY (still trying to remember),S02E11,0.0
192,JERRY (to Elaine),S02E11,0.0
193,JERRY (to George),S02E11,0.0
194,LORRAINE,S02E11,0.05138888888888888
195,LORRAINE (shaking her hand),S02E11,0.0
196,MAN,S02E11,-0.05
197,MR. COHEN,S02E11,-0.033333333333333326
198,PEOPLE AT TABLE,S02E11,0.0
199,RESTAURANT MANAGER (BRUCE),S02E11,0.5
200,WOMAN,S02E11,0.1
201,WOMAN AT PHONE,S02E11,0.0
202,(Elaine and Ed are in bed. Elaine awakes to find out that it's 9,S02E12,0.0
203,ANTONIO,S02E12,0.03476004947433518
204,ED,S02E12,-0.02857142857142857
205,ELAIEN,S02E12,0.09356060606060607
206,ELAINE,S02E12,-0.027042748917748917
207,GEORGE,S02E12,-0.010143343051506312
208,JERRY,S02E12,0.06307109489492531
209,KRAMER,S02E12,-0.043478260869565216
210,MANAGER,S02E12,-0.25
211,[Setting,S02E12,0.0
212,ELAINE,S03E01,0.035037477954144615
213,GEORGE,S03E01,0.06989141810570383
214,GEORGE (looking over),S03E01,0.0
215,JERRY,S03E01,0.00046135545267490075
216,JERRY (noticing something across the coffee shop),S03E01,0.0
217,JERRY (to George),S03E01,0.0
218,JULIANNA,S03E01,-0.0017561983471074355
219,JULIANNA (releasing her child),S03E01,0.0
220,JULIANNA (visibly uncomfortable),S03E01,0.7
221,KRAMER,S03E01,0.0400297619047619
222,KRAMER (singing),S03E01,0.0
223,PAM,S03E01,0.3333333333333333
224,Performed by,S03E01,0.0
225,Published,S03E01,0.0
226,RAYMOND,S03E01,0.03636363636363636
227,RECEPTIONIST,S03E01,0.008928571428571425
228,ROY,S03E01,0.042361111111111106
229,Song over the end credits,S03E01,0.0
230,Sung by,S03E01,0.0
231,http,S03E01,0.0
232,ELAINE,S03E02,0.029665646853146852
233,GEORGE,S03E02,0.04481637099284158
234,GEORGE ,S03E02,0.0
235,JERRY,S03E02,0.02343941841337675
236,KRAMER,S03E02,0.04615124458874459
237,PATRICE,S03E02,0.012881042568542563
238,TINA,S03E02,-0.03125
239,(Helen turns to Jerry and makes a face like,S03E03,0.0
240,"(a few minutes later, the ceremony is about to begin. Someone in the crowd yells",S03E03,0.018452380952380953
241,(knock on door,S03E03,0.0
242,ALL,S03E03,0.8
243,CHIROPRACTOR,S03E03,-0.3
244,DORIS,S03E03,0.4
245,ELAINE,S03E03,0.0667102206736353
246,EVELYN,S03E03,0.0935531788472965
247,HELEN,S03E03,0.006763820470717022
248,JACK,S03E03,0.03748995638200184
249,JERRY,S03E03,0.07652741300034914
250,"JERRY, MORTY AND HELEN",S03E03,0.0
251,LEO,S03E03,-0.07606902356902358
252,MAN IN THE CROWD,S03E03,0.0
253,MORTY,S03E03,0.03485232890970596
254,PHOTOGRAPHER,S03E03,0.0
255,STELLA,S03E03,0.01999999999999999
256,WOMAN IN THE CROWD,S03E03,0.25
257,[Setting,S03E03,0.0
258,[setting,S03E03,0.0
259,ATTENDANT #1,S03E04,0.0
260,ATTENDANT #2,S03E04,0.06818181818181818
261,ELAINE,S03E04,0.029223856209150325
262,ELAINE (laughing),S03E04,1.0
263,ELLEN,S03E04,0.0
264,GAVIN,S03E04,0.1207482993197279
265,GEORGE,S03E04,0.014407424991151408
266,GEORGE (Counting on his fingers),S03E04,0.0
267,GEORGE (laughing),S03E04,0.0
268,JERRY,S03E04,-0.005206870209390368
269,JERRY (to Farfel),S03E04,0.125
270,JERRY and ELAINE,S03E04,0.8
271,"JERRY and ELAINE, together",S03E04,0.0
272,KRAMER,S03E04,0.04022881880024737
273,BOOKMAN,S03E05,0.05781549971767362
274,BOOKMAN (emerging),S03E05,0.0
275,ELAINE,S03E05,-0.03388278388278389
276,GEORGE,S03E05,-0.0019757257257257267
277,HEYMAN,S03E05,0.0
278,JERRY,S03E05,0.0460954935017435
279,KRAMER,S03E05,0.03911616161616162
280,LIBRARIAN,S03E05,0.04375
281,LIPPMAN,S03E05,-0.3
282,MARIAN,S03E05,0.0
283,"MARIAN (turning, surprised)",S03E05,0.0
284,MARION,S03E05,0.0
285,READER,S03E05,0.0
286,SECRETARY,S03E05,0.0
287,SHERRY,S03E05,0.046753246753246755
288,AMY,S03E06,0.21055555555555552
289,ELAINE,S03E06,0.041534687064348076
290,GEORGE,S03E06,0.01836670274170274
291,JERRY,S03E06,0.03359285121271423
292,KID,S03E06,-0.4666666666666666
293,KRAMER,S03E06,-0.007663823104999578
294,MAN #,S03E06,0.0
295,MAN #1,S03E06,0.047619047619047616
296,MAN #2,S03E06,0.0
297,MAN #3,S03E06,-0.5
298,MOTHER,S03E06,0.19999999999999998
299,SECURITY GUARD,S03E06,0.09090909090909091
300,[ACT ONE SCENE A INT. ESCALATOR - GOING DOWN TO A GARAGE. IN SINGLE FILE,S03E06,-0.02857142857142858
301,BABU,S03E07,0.15366423451100872
302,Babu Bhatt,S03E07,0.8
303,ELAINE,S03E07,0.0531187996031746
304,GEORGE,S03E07,0.07148380839939282
305,INTERCOM,S03E07,0.0
306,JERRY,S03E07,0.03716407736788172
307,KRAMER,S03E07,0.012954545454545456
308,MAN BEHIND THE DOOR,S03E07,0.0
309,MONICA,S03E07,0.06814413265306121
310,"[Jerry's apartment, Jerry and Elaine. Jerry is looking Dream cafe with binoculars. There's a sign on the window",S03E07,-0.1
311,ALICIA,S03E08,0.0
312,BOTH,S03E08,0.0
313,ELAINE,S03E08,0.03824708454810496
314,GEORGE,S03E08,0.04763407888407888
315,JERRY,S03E08,-0.007593795357193428
316,KRAMER,S03E08,0.04486665597776709
317,PETER,S03E08,-0.25
318,PING,S03E08,0.0875
319,REPAIRMAN,S03E08,0.0
320,AUDREY,S03E09,0.12621326042378672
321,ELAINE,S03E09,0.1003774680603949
322,GEORGE,S03E09,0.10823354067142887
323,INTERVIEWER,S03E09,0.13333333333333333
324,ISABEL,S03E09,-0.09999999999999999
325,JERRY,S03E09,-0.01530141843971631
326,JERRY'S BRAIN,S03E09,-0.16054687500000003
327,JERRY'S PENIS,S03E09,-0.014583333333333332
328,KRAMER,S03E09,0.06554761904761905
329,LANDLORD,S03E09,0.02266865079365081
330,NEWSSTAND OWNER,S03E09,0.0
331,AVA,S03E10,0.06992063492063491
332,CASHIER,S03E10,0.0
333,COP,S03E10,-0.025
334,ELAINE,S03E10,0.06938025210084033
335,ELLEN,S03E10,0.014285714285714282
336,GEORGE,S03E10,0.08584134797950586
337,GUY,S03E10,0.09416666666666666
338,JENNY,S03E10,-0.06190476190476191
339,JERRY,S03E10,0.0810103246156965
340,JERRY & COP,S03E10,0.0
341,KRAMER,S03E10,-0.03695200302343159
342,PATTI,S03E10,0.1
343,SECURITY GUARD,S03E10,0.0
344,STEVE,S03E10,0.014751790867862295
345,VOICE,S03E10,-0.10416666666666667
346,WOMAN,S03E10,-0.13333333333333333
347,CAR THIEF,S03E11,0.06666666666666667
348,ELAINE,S03E11,0.01477540366924845
349,ELAINE and KRAMER,S03E11,0.0
350,GEORGE,S03E11,-0.009480937655009921
351,JERRY,S03E11,0.06896349717146177
352,JERRY and ELAINE,S03E11,0.0
353,KRAMER,S03E11,0.009804112554112551
354,PARAMEDIC,S03E11,0.022222222222222223
355,RENTAL CAR AGENT,S03E11,-0.013972431077694239
356,SID,S03E11,0.015806878306878307
357,VOICE,S03E11,0.0
358,AUDIENCE,S03E12,0.0
359,CLEANING WOMAN,S03E12,0.14420572916666666
360,DICK,S03E12,0.0326048951048951
361,ELAINE,S03E12,0.019312830687830688
362,GEORGE,S03E12,0.05834579180509414
363,JERRY,S03E12,0.01970148909732243
364,KRAMER,S03E12,0.1767844424094424
365,MR. LIPPMAN,S03E12,0.09575892857142858
366,SALES WOMAN,S03E12,0.0
367,(The race is on and Pappanick is slowly making ground. Kramer is pounding himself imitating the jockey and shouts,S03E13,0.0
368,BLIND VIOLIN PLAYER,S03E13,0.0
369,ELAINE,S03E13,0.044925595238095244
370,ELAINE'S VOICE,S03E13,0.22003205128205128
371,GEORGE,S03E13,0.07352932636469223
372,GEORGE'S VOICE,S03E13,0.06718750000000001
373,GUY,S03E13,-0.017968750000000002
374,JERRY,S03E13,0.04362674362674363
375,KRAMER,S03E13,0.039490327380952386
376,MAN AT THE COUNTER,S03E13,0.0
377,MAN1,S03E13,0.20625
378,MAN2,S03E13,0.26666666666666666
379,NAKED MAN,S03E13,0.02307692307692307
380,SUBWAY ANNOUNCEMENT,S03E13,0.0
381,THUG,S03E13,0.0
382,VIOLIN PLAYER,S03E13,0.0
383,WOMAN,S03E13,0.014350000000000003
384,Women,S03E13,0.09
385,Women (talks to man next to her),S03E13,1.0
386,ELAINE,S03E14,0.13322420634920634
387,ElainELAINE,S03E14,-0.5625
388,GEORGE,S03E14,0.07683564213564213
389,GUY,S03E14,-0.0171875
390,JERRY,S03E14,0.06287397026321076
391,KRAMER,S03E14,0.07007275132275133
392,MOLLIKA,S03E14,0.14666666666666667
393,NOEL,S03E14,0.13691358024691358
394,OLD GUY,S03E14,-0.016666666666666663
395,OLD MAN,S03E14,0.0
396,OTHER GUY,S03E14,0.10714285714285714
397,RICHIE,S03E14,0.0
398,ROBERTA,S03E14,0.25
399,STEVE,S03E14,-0.06965811965811966
400,[The Intervention [NOTE,S03E14,0.5
401,Dx,S03E15,0.2857142857142857
402,ELAINE,S03E15,-0.011538461538461537
403,GEORGE,S03E15,0.04369859307359307
404,GINA,S03E15,0.008623321123321119
405,JERR,S03E15,0.0
406,JERRY,S03E15,0.04128609128609128
407,KRAMER,S03E15,0.07383971704623878
408,MARTIN,S03E15,0.175
409,NEWMAN,S03E15,0.005158730158730159
410,NURSE,S03E15,0.0
411,RULA,S03E15,0.017047619047619048
412,CYNTHIA,S03E16,0.07776429321728692
413,ELAINE,S03E16,0.07044109623015873
414,GEORGE,S03E16,0.124516620657925
415,JERRY,S03E16,0.12477693602693603
416,JERRY (dialing),S03E16,0.2857142857142857
417,JERRY AND ELAINE (together),S03E16,0.2857142857142857
418,KRAMER,S03E16,0.00013020833333333287
419,CABBY,S03E17,0.0
420,ELAINE,S03E17,-0.014887716450216455
421,GEORGE,S03E17,0.062190728143109095
422,GEROGE,S03E17,0.0
423,GOERGE,S03E17,0.2857142857142857
424,JERRY,S03E17,0.06811190697703855
425,JERRY(MIND),S03E17,0.03125
426,KEITH,S03E17,0.11316017316017317
427,KRAMER,S03E17,0.041860355253212383
428,MRS. SOKOL,S03E17,0.020833333333333332
429,NEWMAN,S03E17,0.05536904761904763
430,CAROL,S03E18,0.008333333333333331
431,CARRIE,S03E18,0.14615384615384613
432,ELAINE,S03E18,0.020938375350140065
433,GEORGE,S03E18,0.11751194985569988
434,JERRY,S03E18,0.052908243486073675
435,KEITH,S03E18,0.0726010101010101
436,KRAMER,S03E18,0.012574404761904759
437,MIKE,S03E18,0.0
438,MRS. SOKOL,S03E18,0.015873015873015872
439,NEWMAN,S03E18,0.023214285714285708
440,TALL GIRL,S03E18,-0.225
441,ALL FOUR MEN,S03E19,0.0
442,CHAUFFEUR,S03E19,-0.020833333333333332
443,DAN,S03E19,0.1253224206349206
444,ELAINE,S03E19,-0.012520908004778971
445,EVA,S03E19,0.052307692307692305
446,GEORGE,S03E19,0.03372054073365457
447,JERRY,S03E19,0.02416165329768271
448,JODI,S03E19,-0.07553571428571425
449,Jerry and GEORGE,S03E19,0.0
450,KRAMER,S03E19,-0.0004556878306878287
451,MAN,S03E19,0.22023809523809523
452,MAN #1,S03E19,0.0
453,MAN #2,S03E19,0.0
454,MAN #3,S03E19,0.0
455,MAN #4,S03E19,-1.0
456,TIM,S03E19,0.011481481481481481
457,WOMAN,S03E19,0.0
458,ANGELA,S03E20,-0.10333333333333328
459,BECKY,S03E20,0.04081632653061224
460,ELAINE,S03E20,0.04208459830213077
461,GEORGE,S03E20,0.0088861210628452
462,JERRY,S03E20,0.01978723366457011
463,KRAMER,S03E20,0.030006377551020407
464,MICHAEL,S03E20,0.029159226190476183
465,ROBIN,S03E20,-0.057692307692307696
466,WOMAN,S03E20,0.2333333333333333
467,(meanwhile Kramer is climbing over the dugout retrieve George's cap... the camera cuts to the field where the batter hits a pop fly to where Kramer is,S03E21,0.0
468,ELAINE,S03E21,0.04295757397609249
469,GEORGE,S03E21,0.05145923110979928
470,JERRY,S03E21,0.11067155067155066
471,KRAMER,S03E21,0.10441220238095239
472,LIPPMAN,S03E21,0.04101785714285714
473,MAN,S03E21,0.0
474,MR. ARM,S03E21,0.0
475,MRS.ARM,S03E21,0.2611111111111111
476,NINA,S03E21,0.09065656565656566
477,TVVOICE,S03E21,-0.09837962962962965
478,USHER,S03E21,0.0
479,WEST,S03E21,0.06666666666666667
480,[CUT TO,S03E21,-0.05588235294117647
481,ANGRY MAN,S03E22,0.05520833333333333
482,BYSTANDER #1,S03E22,-0.15555555555555559
483,BYSTANDER #2,S03E22,0.0
484,COP #1,S03E22,0.15
485,COP #2,S03E22,0.041666666666666664
486,ELAINE,S03E22,0.015623543398841016
487,GEORGE,S03E22,0.10487557870370372
488,JERRY,S03E22,0.04462165421724246
489,KRAMER,S03E22,0.01125992063492064
490,MARYEDITH,S03E22,0.022916666666666675
491,MATTHEW,S03E22,0.075
492,MIKE,S03E22,0.01711361113048735
493,NEWMAN,S03E22,0.11000000000000001
494,Newman,S03E22,0.14166666666666666
495,REFEREE,S03E22,0.0
496,SHEILA,S03E22,-0.1
497,SID,S03E22,0.16666666666666666
498,TRUCK DRIVER,S03E22,0.265625
499,BIKER,S03E23,0.007779431216931212
500,CANDICE BERGEN,S03E23,0.2842727272727273
501,ELAINE,S03E23,0.02426729415365779
502,ELAINE (grabs the papers from Jerry),S03E23,0.3125
503,ELAINE (laughing),S03E23,0.0
504,ELAINE (mouths the words),S03E23,0.0
505,ELAINE (to George),S03E23,0.0
506,ELAINE (turning on George),S03E23,0.0
507,GEORGE,S03E23,0.0064692140296978996
508,GEORGE (shakes huge keyring),S03E23,0.0
509,GIRLFRIEND,S03E23,0.2
510,HIPPIE #1,S03E23,-0.2075520833333333
511,HIPPIE #2,S03E23,0.390625
512,JERRY,S03E23,0.029085175736961455
513,JERRY (applauding),S03E23,-0.15555555555555559
514,JERRY (from inside the bathroom),S03E23,0.0
515,JERRY (from outside the door),S03E23,0.0
516,JERRY (leaving a message on Elaine's machine),S03E23,0.0
517,JERRY (looking through some papers on the desk),S03E23,0.0
518,JERRY (making fun),S03E23,-0.18888888888888888
519,JERRY (to Elaine),S03E23,0.0
520,JERRY (to George),S03E23,0.0
521,JERRY's brain,S03E23,0.0
522,Jerry's stand-up,S03E23,0.08125
523,KRAMER,S03E23,0.024511763038548757
524,KRAMER (getting up),S03E23,0.005208333333333343
525,KRAMER (in disgust),S03E23,0.0
526,KRAMER (in hallway),S03E23,0.0
527,KRAMER (moves over and sits next to George),S03E23,0.0
528,KRAMER (moving back to the othe side of the booth),S03E23,0.0
529,KRAMER (points to his head),S03E23,0.0
530,KRAMER (shouting over the cycle's engine),S03E23,0.0
531,NEWMAN,S03E23,-0.020714285714285706
532,NEWMAN (coyly),S03E23,0.0
533,NEWMAN (startling them),S03E23,0.0
534,Opening scene,S03E23,0.0
535,WAITRESS,S03E23,0.05
536,WOMAN,S03E23,0.039999999999999994
537,Announcer,S04E01,0.0
538,CHELSEA,S04E01,-0.040773809523809525
539,CORBIN BERNSEN,S04E01,0.013760166601075695
540,FRED,S04E01,0.2375
541,FRED (a little frightened and backing away towards the door),S04E01,0.0
542,FRED SAVAGE,S04E01,0.0
543,GEORGE,S04E01,0.07925731090288053
544,GEORGE (from the bathroom),S04E01,0.0
545,GEORGE (to Lupe),S04E01,0.0
546,GEORGE WENDT,S04E01,0.002083333333333333
547,"GEORGE WENDT (checking his watch, obviously uncomfortable)",S04E01,0.0
548,HELENA,S04E01,-0.10758928571428572
549,JERRY,S04E01,0.01763590203106332
550,KRAMER,S04E01,0.12965068922305764
551,LT. COLEMAN,S04E01,0.16944444444444445
552,LT. MARTEL,S04E01,0.07307692307692307
553,LUPE,S04E01,0.08412698412698412
554,OFFICER,S04E01,0.0
555,OTHER SECURITY GUARD,S04E01,0.13999999999999999
556,OTHER SECURITY GUARD (to George),S04E01,0.0
557,RECEPTIONIST,S04E01,0.0
558,SECURITY GUARD,S04E01,0.044444444444444446
559,STUDIO GUARD,S04E01,0.0
560,THE FREAK,S04E01,-0.2
561,TV NEWSCASTER,S04E01,0.25
562,VOICE,S04E01,0.0
563,COP,S04E02,0.013333333333333334
564,COP 2,S04E02,-0.030612244897959186
565,COPS,S04E02,0.0
566,GEORGE,S04E02,-0.010897435897435895
567,GUY,S04E02,-0.12809523809523812
568,JERRY,S04E02,0.09759547859547861
569,JERRY and GEORGE,S04E02,0.0
570,KRAMER,S04E02,0.10762036064425769
571,LT. MARTEL,S04E02,0.058304716117216104
572,MAN,S04E02,0.0
573,Newscaster,S04E02,0.20357142857142857
574,OFFICER,S04E02,0.0
575,POLICE,S04E02,0.06666666666666667
576,POLICE RADIO,S04E02,0.0
577,REPORTERS,S04E02,0.0
578,WOMAN,S04E02,0.0
579,DEVOLA,S04E03,0.09999999999999999
580,DR. RESTON,S04E03,0.0
581,ELAINE,S04E03,0.0
582,GEORGE,S04E03,0.07214444444444446
583,JAY,S04E03,0.22142857142857142
584,JERRY,S04E03,0.044247962915181446
585,JERRY AND NEWMAN,S04E03,0.5
586,KRAMER,S04E03,0.016367386268702055
587,NEWMAN,S04E03,0.06655274550011392
588,RECEPTIONIST,S04E03,0.1
589,RUSSELL,S04E03,-0.019260204081632655
590,STU,S04E03,0.238125
591,SUSAN,S04E03,0.09305555555555556
592,TEL,S04E03,-0.13333333333333333
593,BOYFRIEND,S04E04,-0.16428571428571428
594,COP,S04E04,0.012276785714285712
595,ELAINE,S04E04,0.04545454545454545
596,GEORGE,S04E04,0.0619359100261878
597,JERRY,S04E04,0.06439848976780795
598,JUDGE,S04E04,-0.06666666666666667
599,KRAMER,S04E04,0.011097132034632032
600,LEO,S04E04,0.08090277777777777
601,NEWMAN,S04E04,-0.038770917761661645
602,NEWMAN (satisfied),S04E04,0.5
603,Police officer,S04E04,-0.2175
604,RUSSEL,S04E04,0.13344907407407408
605,Receptionist,S04E04,0.1
606,SUSAN,S04E04,0.07142857142857142
607,Stu,S04E04,0.0
608,ALL,S04E05,0.0
609,DR. DEMBROW,S04E05,0.06101190476190475
610,DR. RESTON,S04E05,-0.017534461152882208
611,ELAINE,S04E05,0.050277116402116406
612,GAS STATION ATTENDANT,S04E05,0.0
613,GEORGE,S04E05,0.04453125
614,HELEN,S04E05,0.07477777777777778
615,JERRY,S04E05,0.012856686963829819
616,KRAMER,S04E05,0.026912477954144625
617,LEO,S04E05,0.015922619047619043
618,MORTY,S04E05,0.06310956972320608
619,NURSE,S04E05,0.13333333333333333
620,RECEPTIONIST,S04E05,-0.021666666666666667
621,SUSAN,S04E05,0.09023809523809524
622,VOICE,S04E05,0.0
623,Voice,S04E05,0.0
624,"(The episode opens with a series of clips from 'The Pitch', 'The Ticket' and 'TheWallet', illustrating the story so far. A rough precis would be",S04E06,-0.1388888888888889
625,CYNTHIA,S04E06,-0.55
626,DAVOLA,S04E06,0.08125
627,DAVOLA (O.C.),S04E06,0.25
628,DOORMAN,S04E06,0.13499999999999998
629,ELAINE,S04E06,0.08427750410509031
630,ELAINE (O.C.),S04E06,0.0
631,ELAINE/DAVOLA,S04E06,0.0
632,GEORGE,S04E06,0.08153920153920154
633,GEORGE (O.S.),S04E06,0.0
634,HELEN,S04E06,0.11427951388888889
635,JERRY,S04E06,0.08006165323873657
636,KRAMER,S04E06,0.18706306990881455
637,KRAMER (O.C.),S04E06,0.0
638,LEO,S04E06,-0.014175824175824183
639,LEO (O.C.),S04E06,0.0
640,MAITRE D',S04E06,0.1
